id,user_id,category,status,created_at,cluster_id,cluster_label
1565,232,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1566,265,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1567,328,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1568,342,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1569,371,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1570,230,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1571,220,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1572,254,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1573,298,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1574,300,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1575,332,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1576,363,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1577,390,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1578,206,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1579,215,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1580,219,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1581,308,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1582,332,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1583,349,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1584,359,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1585,363,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1586,372,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1587,217,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1588,313,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1589,316,quantity,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1590,337,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1591,344,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1592,377,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1593,379,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1594,385,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1595,292,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1596,231,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1597,254,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1598,262,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1599,303,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1600,340,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1601,348,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1602,376,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1603,382,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1604,337,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1605,216,quantity,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1606,248,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1607,291,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1608,339,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1609,401,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1610,214,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1611,215,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1612,236,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1613,238,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1614,268,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1615,313,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1616,322,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1617,331,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1618,340,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1619,358,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1620,359,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1621,378,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1622,392,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1623,400,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1624,223,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1625,243,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1626,292,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1627,303,quantity,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1628,320,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1629,338,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1630,342,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1631,206,quantity,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1632,208,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1633,219,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1634,255,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1635,261,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1636,267,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1637,287,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1638,299,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1639,303,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1640,312,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1641,277,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1642,302,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1643,324,quantity,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1644,239,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1645,325,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1646,402,quantity,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1647,234,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1648,322,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1649,216,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1650,242,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1651,244,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1652,272,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1653,375,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1654,385,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1655,227,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1656,266,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1657,231,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1658,271,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1659,293,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1660,327,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1661,379,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1662,241,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1663,339,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1664,259,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1665,273,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1666,303,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1667,310,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1668,311,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1669,373,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1670,383,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1671,385,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1672,404,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1673,402,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1674,270,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1675,292,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1676,329,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1677,359,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1678,362,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1679,364,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1680,275,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1681,290,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1682,296,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1683,339,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1684,346,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1685,360,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1686,205,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1687,219,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1688,257,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1689,293,quantity,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1690,344,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1691,363,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1692,254,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1693,265,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1694,313,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1695,206,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1696,241,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1697,219,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1698,277,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1699,307,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1700,380,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1701,207,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1702,214,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1703,335,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1704,350,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1705,355,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1706,257,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1707,260,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1708,277,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1709,290,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1710,296,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1711,227,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1712,250,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1713,312,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1714,244,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1715,268,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1716,287,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1717,346,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1718,378,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1719,220,quantity,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1720,237,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1721,243,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1722,265,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1723,272,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1724,289,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1725,290,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1726,303,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1727,313,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1728,325,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1729,326,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1730,335,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1731,343,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1732,346,quantity,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1733,371,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1734,383,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1735,329,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1736,376,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1737,238,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1738,387,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1739,258,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1740,262,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1741,268,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1742,271,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1743,313,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1744,352,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1745,382,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1746,275,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1747,320,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1748,205,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1749,265,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1750,276,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1751,303,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1752,378,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1753,288,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1754,217,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1755,221,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1756,373,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1757,212,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1758,228,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1759,257,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1760,303,quantity,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1761,350,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1762,362,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1763,370,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1764,374,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1765,394,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1766,228,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1767,231,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1768,263,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1769,274,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1770,276,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1771,304,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1772,379,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1773,394,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1774,207,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1775,254,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1776,307,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1777,311,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1778,320,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1779,325,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1780,342,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1781,394,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1782,397,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1783,220,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1784,251,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1785,323,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1786,335,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1787,400,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1788,259,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1789,304,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1790,348,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1791,350,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1792,368,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1793,371,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1794,387,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1795,331,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1796,208,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1797,215,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1798,254,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1799,290,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1800,300,service,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1801,383,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1802,390,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1803,211,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1804,218,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1805,236,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1806,253,service,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1807,333,quantity,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1808,375,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1809,220,food_quality,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1810,250,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1811,265,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1812,248,hygiene,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1813,319,food_quality,resolved,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
1814,327,hygiene,open,2026-08-04 05:58:46.845782,-1,Uncategorized / one-off
